"Date","Open","High","Low","Close","Volume","Adj.Close"
"2017-03-21",15.55,15.57,14.89,15.05,15318100,15.05
"2017-03-20",15.29,15.52,15.08,15.48,11038500,15.48
"2017-03-17",15.61,15.65,15.39,15.46,12034000,15.46
"2017-03-16",15.63,15.7,15.43,15.55,9500800,15.55
"2017-03-15",15.48,15.68,15.23,15.56,15201400,15.56
"2017-03-14",15.49,15.5,14.61,15.32,24675000,15.32
"2017-03-13",16.049999,16.25,15.8,15.84,15392400,15.84
"2017-03-10",16.440001,16.540001,15.61,16.16,24280100,16.16
"2017-03-09",15.66,16.07,15.22,16.07,36526600,16.07
"2017-03-08",16.120001,16.209999,14.81,14.87,24341800,14.87
"2017-03-07",16.549999,16.59,16.110001,16.280001,10517900,16.280001
"2017-03-06",16.1,16.48,15.98,16.469999,8791600,16.469999
"2017-03-03",16.18,16.5,16.120001,16.18,6963100,16.18
"2017-03-02",16.25,16.48,16.09,16.139999,11303300,16.139999
"2017-03-01",16.16,16.65,16.1,16.450001,12907800,16.450001
"2017-02-28",15.68,16.120001,15.67,16,13359800,16
"2017-02-27",15.9,15.98,15.66,15.85,11127800,15.85
"2017-02-24",15.69,15.99,15.59,15.73,12086500,15.73
"2017-02-23",16.25,16.25,15.7,15.98,16327900,15.98
"2017-02-22",16.200001,16.26,15.73,15.76,14447000,15.76
"2017-02-21",16.42,16.639999,16.32,16.379999,13186100,16.379999
"2017-02-17",16.049999,16.26,15.93,16.23,13785700,16.23
"2017-02-16",16.6,17.049999,16.129999,16.17,23847500,16.17
"2017-02-15",16.389999,16.57,16.190001,16.299999,13152600,16.299999
"2017-02-14",16.16,16.43,15.97,16.41,11078300,16.41
"2017-02-13",16.08,16.139999,15.79,16.059999,14778800,16.059999
"2017-02-10",16.379999,16.4,16.049999,16.190001,11992600,16.14
"2017-02-09",15.88,16.23,15.88,16.049999,8911600,16.000431
"2017-02-08",15.86,16.24,15.63,15.88,13282300,15.830957
"2017-02-07",16.389999,16.43,15.75,16.030001,14647800,15.980494
"2017-02-06",17.25,17.25,16.459999,16.52,9566000,16.468981
"2017-02-03",16.700001,17.360001,16.66,17.23,12758600,17.176787
"2017-02-02",16.639999,16.77,16.290001,16.68,9235800,16.628487
"2017-02-01",17.030001,17.120001,16.23,16.59,11449100,16.538764
"2017-01-31",16.549999,16.75,16.280001,16.75,10892700,16.69827
"2017-01-30",17.27,17.34,16.360001,16.530001,13623400,16.47895
"2017-01-27",17.68,17.700001,17.280001,17.41,6444500,17.356232
"2017-01-26",17.799999,17.93,17.639999,17.75,6978400,17.695182
"2017-01-25",17.690001,17.879999,17.67,17.75,8053500,17.695182
"2017-01-24",17.549999,17.91,17.5,17.700001,8316000,17.645337
"2017-01-23",17.48,17.610001,17.27,17.42,9514800,17.366201
"2017-01-20",17.49,17.75,17.42,17.610001,11179200,17.555615
"2017-01-19",17.33,17.51,17.209999,17.27,6267100,17.216665
"2017-01-18",17.26,17.48,17.15,17.33,9286700,17.276479
"2017-01-17",17.629999,17.700001,17.4,17.440001,6865000,17.38614
"2017-01-13",17.33,17.49,17.24,17.450001,5406800,17.396109
"2017-01-12",18.030001,18.1,17.33,17.440001,10282400,17.38614
"2017-01-11",17.559999,17.76,17.469999,17.690001,9787400,17.635368
"2017-01-10",17.5,17.58,17.35,17.48,6969500,17.426015
"2017-01-09",17.639999,17.75,17.4,17.4,8839500,17.346262
"2017-01-06",18.17,18.17,17.83,17.879999,7807800,17.824779
"2017-01-05",18.1,18.27,17.879999,18.18,9764700,18.123854
"2017-01-04",17.709999,18.09,17.540001,18.049999,9323100,17.994254
"2017-01-03",17.74,18.059999,17.290001,17.76,13526000,17.705151
"2016-12-30",17.57,17.82,17.209999,17.309999,7920500,17.25654
"2016-12-29",17.780001,17.83,17.440001,17.57,7020000,17.515737
"2016-12-28",18.110001,18.290001,17.84,17.85,8333800,17.794873
"2016-12-27",18.1,18.200001,18,18.139999,5384100,18.083977
"2016-12-23",17.98,18.200001,17.940001,18.059999,7624400,18.004224
"2016-12-22",18.120001,18.35,18,18.040001,9169500,17.984287
"2016-12-21",18.559999,18.59,18.049999,18.08,8167300,18.024162
"2016-12-20",18.610001,18.790001,18.24,18.309999,10116000,18.253452
"2016-12-19",18.65,18.700001,18.299999,18.51,10731700,18.452835
"2016-12-16",18.34,19.02,18.219999,18.59,20606500,18.532588
"2016-12-15",17.860001,18.59,17.559999,18.24,18064000,18.183668
"2016-12-14",18.59,18.950001,18.16,18.200001,21319000,18.143793
"2016-12-13",18.809999,19,18.33,18.799999,18022900,18.741938
"2016-12-12",19.15,19.280001,18.48,18.49,21518400,18.432896
"2016-12-09",18.559999,18.58,18.08,18.25,10999700,18.193638
"2016-12-08",18.5,18.59,18.17,18.379999,14506400,18.323235
"2016-12-07",18.209999,18.49,18.09,18.42,14177800,18.363113
"2016-12-06",18.120001,18.620001,17.93,18.35,13954500,18.293329
"2016-12-05",18.549999,18.73,18.290001,18.389999,14032100,18.333205
"2016-12-02",17.84,18.389999,17.84,18.200001,16678700,18.143793
"2016-12-01",19.120001,19.139999,17.58,17.889999,36112900,17.834749
"2016-11-30",16.379999,18.549999,16.379999,18.059999,74592400,18.004224
"2016-11-29",15.14,15.16,14.71,14.95,20300500,14.903829
"2016-11-28",16.549999,16.58,15.51,15.54,20131700,15.492007
"2016-11-25",16.629999,16.629999,16.139999,16.280001,7921600,16.229722
"2016-11-23",16.370001,16.799999,16.290001,16.780001,11208800,16.728178
"2016-11-22",16.41,16.73,16.01,16.549999,17922600,16.498887
"2016-11-21",16.08,16.58,16.040001,16.48,19714300,16.429103
"2016-11-18",15.52,15.83,15.49,15.62,13993800,15.57176
"2016-11-17",15.8,16.07,15.44,15.46,17795700,15.412254
"2016-11-16",15.55,15.93,15.35,15.56,16469400,15.511946
"2016-11-15",15.24,15.85,15.15,15.7,20432700,15.651513
"2016-11-14",14.7,15,14.45,14.93,15132700,14.883891
"2016-11-11",14.94,15.07,14.37,14.89,13642100,14.794169
"2016-11-10",14.73,15.23,14.63,15.14,19249900,15.04256
"2016-11-09",14.18,15.07,14.18,14.88,22354100,14.784233
"2016-11-08",14.03,14.37,13.98,14.25,11009300,14.158288
"2016-11-07",14.1,14.26,13.92,14.15,16077000,14.058931
"2016-11-04",13.91,14.2,13.66,13.69,29039600,13.601892
"2016-11-03",13.77,14.76,13.71,14.15,38327500,14.058931
"2016-11-02",13.06,13.1,12.36,12.78,26197400,12.697749
"2016-11-01",13.37,13.53,12.87,13.27,16540200,13.184596
"2016-10-31",13.65,13.68,13.14,13.18,16153800,13.095175
"2016-10-28",13.88,14.23,13.65,13.72,19045800,13.631699
"2016-10-27",14.35,14.4,13.88,13.95,18435300,13.860219
"2016-10-26",13.99,14.39,13.9,14.25,13519800,14.158288
"2016-10-25",14.45,14.65,14.15,14.18,9830500,14.088739
"2016-10-24",14.59,14.77,14.26,14.59,10074900,14.4961
"2016-10-21",14.57,14.75,14.5,14.64,8355000,14.545778
"2016-10-20",14.47,14.7,14.27,14.7,12850500,14.605392
"2016-10-19",14.35,14.86,14.31,14.65,15798500,14.555713
"2016-10-18",14.4,14.42,14.01,14.2,15738400,14.10861
"2016-10-17",14.39,14.56,14.03,14.18,13373600,14.088739
"2016-10-14",14.87,14.94,14.54,14.58,11115800,14.486164
"2016-10-13",14.77,14.93,14.52,14.78,12611400,14.684877
"2016-10-12",15,15.06,14.78,14.94,11786000,14.843847
"2016-10-11",15.6,15.65,14.92,15.08,15994700,14.982946
"2016-10-10",15.84,15.95,15.61,15.72,10553600,15.618827
"2016-10-07",16.110001,16.18,15.5,15.56,16881100,15.459857
"2016-10-06",16.27,16.34,15.82,16.08,13514900,15.97651
"2016-10-05",15.93,16.4,15.87,16.120001,17660800,16.016254
"2016-10-04",16.02,16.139999,15.52,15.63,13750500,15.529407
"2016-10-03",15.89,16.09,15.61,15.98,10465300,15.877153
"2016-09-30",15.95,16.16,15.76,15.81,19307900,15.708248
"2016-09-29",15.28,16.25,15.28,15.9,34965500,15.797668
"2016-09-28",14.21,15.24,13.84,15.18,30979900,15.082303
"2016-09-27",14.16,14.22,13.9,14.06,16028700,13.969511
"2016-09-26",14.55,14.85,14.38,14.41,11913000,14.317258
"2016-09-23",14.71,15.1,14.26,14.49,22031500,14.396743
"2016-09-22",14.8,15.23,14.74,14.87,17035300,14.774298
"2016-09-21",14.11,14.68,14.07,14.65,18859300,14.555713
"2016-09-20",14.02,14.31,13.8,13.87,15967200,13.780734
"2016-09-19",14.5,14.63,14.08,14.09,12868800,13.999318
"2016-09-16",13.95,14.28,13.9,14.24,12956500,14.148352
"2016-09-15",14.12,14.5,14.08,14.26,12191200,14.168224
"2016-09-14",14.3,14.58,13.95,14.01,18840400,13.919833
"2016-09-13",15.09,15.1,14.23,14.34,28846500,14.247709
"2016-09-12",15.4,15.74,15.07,15.47,18951200,15.370436
"2016-09-09",16.440001,16.610001,15.67,15.67,17156500,15.569149
"2016-09-08",15.89,16.9,15.77,16.74,26230500,16.632262
"2016-09-07",15.8,15.93,15.47,15.69,12819100,15.58902
"2016-09-06",15.57,15.71,15.28,15.64,10021700,15.539342
"2016-09-02",15.37,15.69,15.35,15.49,12584600,15.390307
"2016-09-01",14.96,15.26,14.82,15.11,14881800,15.012753
"2016-08-31",15.4,15.51,14.92,15.02,17317200,14.923333
"2016-08-30",15.99,16.16,15.42,15.55,15529300,15.449921
"2016-08-29",15.84,16.08,15.73,15.99,9884400,15.887089
"2016-08-26",16.07,16.32,15.75,15.95,15538800,15.847347
"2016-08-25",16.02,16.280001,15.91,16.01,11531900,15.906961
"2016-08-24",16.34,16.530001,15.97,16.059999,16495700,15.956638
"2016-08-23",15.73,16.549999,15.67,16.43,29790900,16.324258
"2016-08-22",16.200001,16.25,15.45,15.64,26338000,15.539342
"2016-08-19",16.52,16.85,16.48,16.799999,16932800,16.691876
"2016-08-18",15.87,16.73,15.8,16.68,26906000,16.572649
"2016-08-17",15.07,15.75,14.93,15.7,20862600,15.598956
"2016-08-16",15.12,15.25,14.71,15.17,18354900,15.072367
"2016-08-15",14.94,15.06,14.78,14.9,12045700,14.804104
"2016-08-12",14.6,14.92,14.55,14.72,13455700,14.575585
"2016-08-11",14.15,14.63,14.01,14.45,13615900,14.308234
"2016-08-10",14.48,14.59,13.95,13.98,13540000,13.842844
"2016-08-09",14.35,14.52,14.22,14.42,15450800,14.278528
"2016-08-08",14.1,14.68,14.1,14.25,18392000,14.110196
"2016-08-05",13.47,13.94,13.3,13.87,16909700,13.733924
"2016-08-04",13.6,13.9,13.05,13.41,24445600,13.278437
"2016-08-03",12.97,13.42,12.67,13.42,17171100,13.288339
"2016-08-02",13.12,13.23,12.47,12.9,17163600,12.77344
"2016-08-01",13.42,13.43,12.84,12.92,20926700,12.793244
"2016-07-29",13.21,13.74,13.11,13.64,13855600,13.506181
"2016-07-28",13.19,13.45,13.08,13.35,16668900,13.219026
"2016-07-27",13.89,14.09,13.06,13.13,22775700,13.001184
"2016-07-26",13.49,13.83,13.41,13.78,14112600,13.644807
"2016-07-25",13.94,14.06,13.5,13.58,17377400,13.446769
"2016-07-22",14.49,14.52,14.03,14.11,19805400,13.971569
"2016-07-21",14.8,15.08,14.37,14.42,18026500,14.278528
"2016-07-20",14.62,14.94,14.14,14.84,17544800,14.694408
"2016-07-19",15.06,15.13,14.65,14.75,12830500,14.605291
"2016-07-18",15.04,15.21,14.73,15.18,14617600,15.031072
"2016-07-15",15.41,15.51,15.1,15.21,15297900,15.060778
"2016-07-14",15.55,15.76,15.21,15.27,12174900,15.120189
"2016-07-13",15.44,15.74,15.13,15.29,22648400,15.139993
"2016-07-12",15.03,15.73,15.01,15.6,21959700,15.446952
"2016-07-11",15,15.14,14.66,14.69,12502900,14.545879
"2016-07-08",15.06,15.17,14.68,14.92,17321300,14.773623
"2016-07-07",15.2,15.4,14.56,14.74,18822000,14.595389
"2016-07-06",14.56,15,14.43,14.84,15754800,14.694408
"2016-07-05",15.21,15.45,14.45,14.72,21129200,14.575585
"2016-07-01",14.88,15.84,14.85,15.68,19890800,15.526167
"2016-06-30",15.02,15.15,14.76,15.01,15331700,14.86274
"2016-06-29",15.02,15.45,14.84,15.14,24163800,14.991465
"2016-06-28",14.28,14.83,14.17,14.78,19105300,14.634996
"2016-06-27",14.3,14.42,13.12,13.66,23889600,13.525984
"2016-06-24",14.31,14.94,14.28,14.59,33429500,14.446861
"2016-06-23",15.02,15.28,14.78,15.27,19494000,15.120189
"2016-06-22",15.13,15.32,14.56,14.75,21281100,14.605291
"2016-06-21",14.74,15.18,14.2,15.09,34467400,14.941955
"2016-06-20",13.85,14.73,13.83,14.48,39534000,14.337939
"2016-06-17",12.98,13.38,12.93,13.16,17879400,13.03089
"2016-06-16",12.9,12.91,12.22,12.67,16743700,12.545697
"2016-06-15",13.06,13.49,12.89,13.06,13088100,12.931871
"2016-06-14",13.26,13.5,12.84,13.23,12107600,13.100203
"2016-06-13",13.24,13.71,13.15,13.28,17032300,13.149712
"2016-06-10",13.97,13.99,13.4,13.42,16791200,13.288339
"2016-06-09",14.18,14.47,14.1,14.26,14134300,14.120098
"2016-06-08",15,15.15,14.42,14.53,20238300,14.387449
"2016-06-07",14.15,14.75,13.97,14.62,24184000,14.476566
"2016-06-06",13.65,14,13.52,13.96,16295400,13.823041
"2016-06-03",13.36,13.57,13.07,13.32,14767900,13.18932
"2016-06-02",13.01,13.47,12.96,13.38,13965100,13.248732
"2016-06-01",12.88,13.32,12.68,13.23,17141800,13.100203
"2016-05-31",13.11,13.59,12.94,13.07,19678400,12.941772
"2016-05-27",13.06,13.1,12.77,12.9,16136400,12.77344
"2016-05-26",13.8,13.89,13.17,13.17,17242000,13.040792
"2016-05-25",13.23,13.6,13.14,13.54,16999500,13.407162
"2016-05-24",13.24,13.3,12.9,13.02,18427500,12.892264
"2016-05-23",12.87,13.29,12.83,13.19,16878200,13.060595
"2016-05-20",12.83,13.11,12.58,13.11,17178200,12.98138
"2016-05-19",12.35,12.88,12.11,12.74,17303600,12.61501
"2016-05-18",12.78,13.08,12.56,12.66,15051500,12.535795
"2016-05-17",12.9,13.2,12.68,12.86,16167200,12.733833
"2016-05-16",12.77,13.13,12.7,12.78,17294200,12.654618
"2016-05-13",12.24,12.61,12.18,12.3,15099200,12.129818
"2016-05-12",12.73,13.14,12.16,12.33,25073700,12.159402
"2016-05-11",11.91,12.83,11.58,12.46,22812100,12.287604
"2016-05-10",11.54,11.95,11.46,11.94,17102300,11.774798
"2016-05-09",11.89,11.96,11.28,11.44,21257600,11.281716
